1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
623	-1.656202	192.378644	0.015363	7.7
624	-1.155579	192.219391	0.017004	10.7
625	-1.719044	192.060488	0.026108	8.7
626	-1.294336	191.901935	0.014252	9.5
627	-1.278399	191.743730	0.011069	8.2
628	-1.360555	191.585873	0.011716	8.1
629	-1.628629	191.428362	0.020497	12.3
630	-1.469781	191.271196	0.007333	8.0
631	-1.017679	191.114374	0.015127	7.0
632	-1.299992	190.957893	0.018873	8.0
633	-1.491074	190.801755	0.013031	11.4
634	-1.610870	190.645956	0.020537	8.3
635	-0.935722	190.490495	0.010511	9.8
636	-1.737688	190.335373	0.014247	8.0
637	-1.023288	190.180587	0.011974	7.8
638	-1.039260	190.026136	0.010274	12.0
639	-1.623837	189.872019	0.026486	8.6
640	-1.502548	189.718235	0.016870	7.6
641	-1.524043	189.564782	0.028112	8.9
642	-1.505775	189.411661	0.015102	10.8
643	-0.305642	189.258868	0.004371	8.5
644	-1.279680	189.106404	0.016267	9.2
645	-1.085458	188.954267	0.008477	7.5
646	-0.098246	188.802456	0.000615	8.1
647	-1.033695	188.650969	0.007063	12.0
648	-0.666242	188.499807	0.010284	8.5
649	-1.175100	188.348967	0.010620	8.1
650	-1.319184	188.198448	0.019777	7.7
651	-1.436624	188.048250	0.030646	11.0
652	-1.628656	187.898371	0.009429	8.9
653	-1.610000	187.748810	0.014713	9.2
654	-0.176097	187.599566	0.002803	11.4
655	-1.548268	187.450638	0.019002	10.4
656	-0.920006	187.302025	0.008244	9.6
657	-1.454732	187.153725	0.007974	8.5
658	-1.603964	187.005739	0.019986	8.7
659	-0.495174	186.858064	0.013475	9.5
660	-1.729778	186.710699	0.025560	11.5
661	-1.514072	186.563645	0.014227	10.1
662	-1.690345	186.416898	0.021122	9.8
663	-1.339841	186.270459	0.022278	12.0
664	-0.700558	186.124326	0.010148	11.2
665	-1.622753	185.978499	0.017444	8.1
666	-1.199859	185.832976	0.005376	8.2
667	-1.006839	185.687756	0.006832	9.9
668	-1.300941	185.542838	0.016661	10.1
669	-1.757601	185.398222	0.013509	8.6
670	-0.928583	185.253906	0.017130	8.7
671	-0.231936	185.109889	0.003513	8.9
672	-1.603007	184.966170	0.011129	9.9
673	-0.181862	184.822748	0.001632	9.3
674	-0.928053	184.679623	0.014487	8.2
675	-1.300497	184.536792	0.010457	8.3
676	-0.100450	184.394256	0.000904	10.2
677	-1.763983	184.252013	0.023695	9.7
678	-1.603353	184.110062	0.007918	9.0
679	-1.293353	183.968403	0.009002	8.5
680	-0.860083	183.827034	0.012052	8.8
681	-1.640854	183.685954	0.010859	9.7
682	-1.437823	183.545163	0.020672	8.7
683	-0.502127	183.404658	0.008686	8.9
684	-1.106288	183.264441	0.022291	7.9
685	-1.533490	183.124509	0.017304	10.6
686	-0.503142	182.984861	0.008208	11.2
687	-0.837629	182.845497	0.008966	8.8
688	-1.560030	182.706416	0.020964	8.0
689	-1.203835	182.567616	0.010701	8.1
690	-0.570930	182.429098	0.015291	10.6
691	-1.592318	182.290859	0.010003	9.1
692	-1.502160	182.152899	0.013861	7.7
693	-1.225997	182.015217	0.019479	8.2
694	-1.103714	181.877813	0.014065	10.3
695	-1.556050	181.740684	0.009159	9.4
696	-0.283848	181.603832	0.005284	7.8
697	-1.677827	181.467253	0.030342	9.1
698	-0.092511	181.330948	0.000559	7.9
699	-0.764437	181.194916	0.017487	11.4
700	-0.577237	181.059155	0.003090	9.3
701	-1.268284	180.923666	0.025654	8.4
702	-0.160596	180.788446	0.000858	7.0
703	-1.605910	180.653496	0.013088	10.4
704	-0.428189	180.518814	0.007139	9.7
705	-1.195433	180.384399	0.017966	9.1
706	-1.385642	180.250251	0.010534	8.4
707	-1.124789	180.116369	0.008858	9.0
708	-0.008820	179.982752	0.000145	9.8
709	-1.602592	179.849398	0.015672	7.1
710	-0.572520	179.716308	0.006383	9.3
711	-0.895827	179.583480	0.004956	9.6
712	-1.149357	179.450913	0.027508	10.9
713	-1.289129	179.318607	0.013809	10.3
714	-1.039492	179.186561	0.007893	8.1
715	-1.394295	179.054774	0.031716	8.2
716	-1.702111	178.923245	0.011948	8.5
717	-1.506916	178.791973	0.011693	10.0
718	-1.767459	178.660958	0.016272	8.1
719	-1.418889	178.530199	0.011102	10.0
720	-1.591835	178.399694	0.014721	8.9
721	-1.345139	178.269444	0.021389	11.6
722	-1.504945	178.139447	0.014445	9.4
723	-0.542942	178.009702	0.005357	8.5
724	-1.019180	177.880209	0.005620	8.5
725	-1.576989	177.750967	0.016280	13.1
726	-1.545481	177.621975	0.015370	9.2
727	-1.285571	177.493232	0.013933	8.7
728	-1.719108	177.364738	0.015304	8.0
729	-1.122319	177.236492	0.009112	11.8
730	-1.618038	177.108492	0.015983	9.8
731	-1.338473	176.980739	0.013997	7.5
732	-1.048263	176.853231	0.008446	8.1
733	-0.667630	176.725968	0.010765	10.1
734	-0.349967	176.598949	0.005123	10.7
735	-1.483158	176.472173	0.010291	8.2
736	-1.727178	176.345639	0.019363	8.1
737	-0.431826	176.219348	0.003308	8.6
738	-1.057510	176.093296	0.010708	9.4
739	-0.503619	175.967486	0.003100	7.9
740	-1.060428	175.841914	0.010954	10.5
741	-1.608576	175.716581	0.014460	8.6
742	-0.794663	175.591486	0.004754	11.2
743	-1.566399	175.466629	0.012728	9.8
744	-1.500097	175.342008	0.021233	8.0
745	-1.601665	175.217622	0.014476	8.2
746	-0.384835	175.093472	0.002567	10.3
747	-1.185457	174.969556	0.012743	9.7
748	-1.595854	174.845873	0.011613	7.9
749	-0.085262	174.722423	0.000632	8.3
750	-1.739283	174.599206	0.011862	8.2
751	-1.215836	174.476220	0.019347	9.8
752	-1.628087	174.353464	0.020716	9.9
753	-1.681726	174.230939	0.007515	8.7
754	-1.546093	174.108643	0.012498	9.0
755	-1.592398	173.986576	0.014466	8.8
756	-0.186127	173.864737	0.000892	8.8
757	-0.739178	173.743124	0.007577	8.2
758	-1.493096	173.621739	0.018030	8.1
759	-1.716833	173.500579	0.032115	10.1
760	-1.590466	173.379645	0.023506	8.3
761	-0.429058	173.258935	0.010743	9.2
762	-0.915014	173.138449	0.012062	9.2
763	-0.663499	173.018186	0.003427	8.6
764	-1.560313	172.898146	0.017734	9.5
765	-1.431697	172.778327	0.031403	9.8
766	-1.011141	172.658730	0.005289	7.9
767	-0.771075	172.539353	0.017249	8.3
768	-0.982301	172.420196	0.013162	13.4
769	-1.028372	172.301258	0.010464	8.4
770	-1.249711	172.182539	0.021738	7.8
771	-1.358825	172.064037	0.011963	8.2
772	-1.614858	171.945753	0.017225	10.4
773	-0.974296	171.827686	0.012140	10.8
774	-0.665202	171.709834	0.011259	16.3
775	-1.336641	171.592198	0.012550	14.9
776	-1.352817	171.474776	0.023884	12.7
777	-1.233786	171.357568	0.017630	8.5
778	-1.420358	171.240574	0.033447	8.1
779	-0.859951	171.123793	0.011007	11.2
780	-1.523805	171.007223	0.013276	8.2
781	-0.432681	170.890865	0.007085	10.2
782	-0.846222	170.774718	0.008147	7.9
783	-1.071541	170.658782	0.008114	9.7
784	-1.103522	170.543055	0.016414	9.7
785	-1.617751	170.427537	0.023357	8.2
786	-0.553089	170.312227	0.005685	12.3
787	-1.464819	170.197125	0.021016	14.7
788	-1.233415	170.082231	0.010321	8.2
789	-1.289339	169.967543	0.007275	8.9
790	-1.383332	169.853061	0.010835	10.1
791	-1.614651	169.738784	0.016949	9.9
792	-0.458551	169.624713	0.004185	10.7
793	-1.678106	169.510845	0.012747	8.1
794	-1.668947	169.397181	0.015214	8.0
795	-1.096740	169.283720	0.007421	8.7
796	-1.537957	169.170462	0.012550	13.1
797	-0.498818	169.057405	0.003487	8.1
798	-0.812505	168.944549	0.006937	10.3
799	-0.732687	168.831895	0.013900	8.9
800	-1.466232	168.719440	0.009418	10.2
801	-1.615216	168.607185	0.018774	9.9
802	-1.397013	168.495129	0.011864	8.5
803	-0.802965	168.383271	0.007847	7.8
804	-0.862443	168.271611	0.006308	9.6
805	-0.186681	168.160148	0.002612	9.7
806	-0.986155	168.048882	0.005303	8.4
807	-1.330429	167.937812	0.020293	7.6
808	-1.259859	167.826938	0.007916	7.7
809	-0.740388	167.716258	0.018251	10.4
810	-1.088381	167.605773	0.018579	8.9
811	-1.474400	167.495482	0.014468	8.1
812	-0.761587	167.385384	0.011127	8.3
813	-0.814330	167.275479	0.007479	9.7
814	-1.644526	167.165766	0.035183	10.3
815	-0.790097	167.056245	0.010062	9.4
816	-1.298058	166.946915	0.015222	11.8
817	-1.430374	166.837776	0.016213	9.1
818	-1.019595	166.728826	0.010993	10.3
819	-0.992242	166.620067	0.016625	12.3
820	-0.312615	166.511496	0.005703	8.2
821	-0.457883	166.403113	0.001724	9.1
822	-0.016394	166.294919	0.000193	10.6
823	-0.746029	166.186912	0.008203	8.6
824	-1.556464	166.079091	0.017124	8.5
825	-0.713209	165.971458	0.009350	9.2
826	-0.635515	165.864009	0.013667	10.5
827	-0.557147	165.756747	0.018582	9.1
828	-1.166092	165.649669	0.008145	8.4
829	-1.170267	165.542775	0.010417	8.7
830	-1.220437	165.436065	0.027865	9.8
831	-1.140623	165.329538	0.011768	9.4
832	-1.572558	165.223194	0.013903	7.9
833	-1.747255	165.117032	0.014370	8.2
834	-1.341080	165.011052	0.014292	10.5
835	-1.121996	164.905253	0.008458	10.0
836	-0.830256	164.799635	0.008197	8.6
837	-1.065768	164.694197	0.012451	7.6
838	-1.330354	164.588939	0.014952	9.5
839	-0.590624	164.483859	0.010289	10.2
840	-1.279578	164.378959	0.016139	9.7
841	-1.728595	164.274237	0.015334	8.2
842	-0.545773	164.169692	0.005994	8.3
843	-1.584720	164.065325	0.011635	10.2
844	-0.898765	163.961135	0.004917	10.0
845	-1.584347	163.857120	0.009771	8.8
846	-1.643744	163.753282	0.012099	7.8
847	-1.674349	163.649619	0.014159	9.3
848	-1.084388	163.546130	0.010312	10.2
849	-1.417325	163.442816	0.015111	9.2
850	-1.354603	163.339676	0.018362	8.1
851	-0.821772	163.236709	0.008791	7.9
852	-1.322492	163.133915	0.024150	10.2
853	-0.515818	163.031294	0.006748	8.6
854	-1.667529	162.928844	0.012929	8.5
855	-0.324847	162.826566	0.003432	8.0
856	-0.621458	162.724459	0.017588	8.5
857	-0.959789	162.622523	0.008952	10.3
858	-1.499384	162.520757	0.034610	7.9
859	-1.713617	162.419160	0.016747	9.6
860	-1.379830	162.317733	0.010229	8.7
861	-0.899759	162.216474	0.007379	10.5
862	-1.243930	162.115383	0.013971	9.3
863	-0.796496	162.014461	0.008424	7.7
864	-1.733181	161.913705	0.021486	8.2
865	-0.608507	161.813117	0.007814	8.4
866	-1.240831	161.712695	0.015313	11.7
867	-1.551513	161.612439	0.022094	7.0
868	-0.812010	161.512349	0.010418	9.0
869	-0.810606	161.412424	0.011064	8.4
870	-1.647679	161.312663	0.008879	10.7
871	-1.178509	161.213067	0.016635	10.0
872	-1.616331	161.113635	0.012143	8.4
873	-0.120101	161.014366	0.001690	8.0
874	-1.550514	160.915260	0.020425	9.4
875	-1.232738	160.816316	0.020907	9.2
876	-1.425416	160.717535	0.021013	8.8
877	-1.661021	160.618915	0.010553	10.0
878	-1.079459	160.520456	0.017082	8.6
879	-0.787374	160.422158	0.005229	10.1
880	-1.447977	160.324021	0.011231	10.3
881	-1.089618	160.226043	0.016162	7.9
882	-1.583203	160.128225	0.016049	8.3
883	-1.645831	160.030566	0.008773	10.1
884	-0.466284	159.933066	0.005577	10.2
885	-1.402153	159.835723	0.013367	8.3
886	-1.371298	159.738539	0.016379	8.4
887	-0.461062	159.641512	0.006804	9.3
888	-1.222753	159.544642	0.011774	9.6
889	-0.535702	159.447929	0.005641	8.9
890	-1.605545	159.351372	0.014481	8.8
891	-0.314896	159.254971	0.001431	8.3
892	-0.833410	159.158725	0.006109	10.9
893	-1.643425	159.062634	0.019670	9.8
894	-0.838840	158.966697	0.008188	8.3
895	-1.398166	158.870915	0.019601	8.5
896	-1.672526	158.775286	0.016991	11.6
897	-0.561719	158.679811	0.003814	8.2
898	-1.564475	158.584489	0.011199	8.9
899	-0.643846	158.489319	0.010635	8.4
900	-0.816430	158.394302	0.010103	9.7
901	-0.594302	158.299436	0.011892	9.8
902	-1.445751	158.204721	0.018570	10.6
903	-0.862554	158.110158	0.007450	8.2
904	-0.477226	158.015745	0.005091	8.4
905	-0.800748	157.921482	0.008322	12.2
906	-1.251169	157.827369	0.008320	7.5
907	-0.545657	157.733406	0.017220	9.5
908	-1.531325	157.639591	0.016259	8.6
909	-1.120068	157.545925	0.014490	10.3
910	-0.890623	157.452408	0.015316	8.7
911	-1.458366	157.359038	0.011291	9.3
912	-1.112137	157.265816	0.005790	9.4
913	-1.308162	157.172741	0.010893	8.2
914	-1.419727	157.079813	0.022468	9.9
915	-0.894030	156.987031	0.004923	8.7
916	-0.350401	156.894395	0.005212	10.5
917	-1.472192	156.801904	0.025112	8.0
918	-0.768187	156.709559	0.008592	10.4
919	-1.647267	156.617359	0.009116	10.6
920	-1.174303	156.525304	0.009791	9.6
921	-1.478427	156.433392	0.010709	8.9
922	-0.725195	156.341624	0.004346	9.9
923	-1.597504	156.250000	0.010855	9.7
924	-1.669649	156.158519	0.026174	9.2
925	-0.824469	156.067180	0.009379	8.9
926	-1.536382	155.975984	0.023625	11.1
927	-0.906425	155.884930	0.008829	8.4
928	-1.334634	155.794017	0.015964	10.2
929	-0.606065	155.703246	0.005630	18.6
930	-0.909648	155.612615	0.007410	18.0
931	-1.554742	155.522125	0.011288	10.8
932	-1.172174	155.431775	0.006311	11.0
933	-1.419103	155.341565	0.013974	9.3
934	-0.961779	155.251495	0.010006	10.5
935	-1.653041	155.161563	0.010966	8.2
936	-1.248875	155.071771	0.014797	12.2
937	-0.933244	154.982117	0.011597	8.1
938	-1.519141	154.892601	0.011935	12.0
939	-0.581537	154.803222	0.004764	9.9
940	-1.058506	154.713981	0.009576	12.8
941	-0.632855	154.624878	0.007171	10.7
942	-0.075080	154.535910	0.000735	11.6
943	-1.636286	154.447080	0.016211	10.6
944	-0.439839	154.358385	0.004257	12.9
945	-1.490223	154.269826	0.016865	10.0
946	-1.456275	154.181402	0.011818	9.9
947	-1.163739	154.093114	0.009401	8.2
948	-0.406217	154.004960	0.005682	9.7
949	-1.701880	153.916940	0.009990	8.6
950	-1.625190	153.829054	0.018174	10.2
951	-1.632544	153.741303	0.012608	7.8
952	-1.582178	153.653684	0.011716	8.7
953	-1.002667	153.566198	0.015922	10.3
954	-1.441659	153.478846	0.007490	9.8
955	-0.437398	153.391625	0.006130	7.9
956	-1.377254	153.304537	0.009619	7.6
957	-1.499033	153.217580	0.008108	11.9
958	-0.455527	153.130755	0.004368	9.0
959	-1.635088	153.044061	0.029811	8.0
960	-1.454559	152.957498	0.009131	8.2
961	-0.963750	152.871065	0.008398	8.3
962	-0.231894	152.784762	0.002786	8.8
963	-1.558026	152.698589	0.021349	8.8
964	-1.411884	152.612545	0.010870	9.0
965	-1.268128	152.526631	0.006325	9.0
966	-1.029209	152.440845	0.007892	9.1
967	-0.786251	152.355188	0.008161	8.4
968	-1.338591	152.269660	0.016529	7.4
969	-0.858233	152.184259	0.012646	9.9
970	-1.684409	152.098986	0.013738	8.1
971	-0.909234	152.013840	0.021274	10.0
972	-0.908369	151.928821	0.013136	9.6
973	-1.652110	151.843928	0.012126	8.5
974	-0.838003	151.759163	0.008611	9.1
975	-1.391342	151.674523	0.007220	9.6
976	-1.729213	151.590009	0.013097	12.3
977	-1.631547	151.505620	0.018823	9.2
978	-1.272340	151.421357	0.021696	8.9
979	-1.563400	151.337218	0.012521	12.2
980	-0.144985	151.253204	0.001891	11.0
981	-1.670981	151.169314	0.017396	9.4
982	-1.342504	151.085549	0.019132	10.3
983	-1.671526	151.001907	0.013995	13.7
984	-1.135097	150.918388	0.003761	10.2
985	-1.263125	150.834992	0.015396	11.4
986	-1.075085	150.751719	0.004698	10.4
987	-1.322597	150.668569	0.022697	13.0
988	-0.501261	150.585541	0.002021	11.1
989	-1.431955	150.502634	0.011315	11.7
990	-0.309712	150.419849	0.004468	10.2
991	-1.615329	150.337186	0.014006	12.4
992	-1.418586	150.254644	0.018546	12.2
993	-1.400778	150.172222	0.008922	8.1
994	-1.605210	150.089921	0.014563	9.6
995	-1.392899	150.007740	0.015089	10.0
996	-1.690201	149.925679	0.008728	7.9
997	-1.427818	149.843737	0.014388	10.2
998	-0.963801	149.761915	0.011251	7.6
999	-1.688039	149.680212	0.012686	7.8
1000	-1.305668	149.598627	0.009100	11.7
1001	-1.273797	149.517161	0.011589	8.5
1002	-1.203922	149.435814	0.012170	7.9
1003	-1.589448	149.354584	0.014467	8.5
1004	-0.984041	149.273472	0.007231	10.6
1005	-0.485369	149.192477	0.006710	9.2
1006	-1.689326	149.111599	0.014793	8.2
1007	-1.310099	149.030838	0.013736	8.9
1008	-1.711039	148.950194	0.014401	9.6
1009	-1.275369	148.869666	0.006414	11.6
1010	-0.151116	148.789253	0.000882	9.9
1011	-0.772476	148.708957	0.016627	8.3
1012	-1.043815	148.628776	0.010228	10.3
1013	-1.564718	148.548710	0.007765	11.5
1014	-0.634879	148.468759	0.006050	8.6
1015	-0.933054	148.388923	0.008594	9.3
1016	-1.245492	148.309201	0.009914	8.4
1017	-1.591807	148.229594	0.011246	10.6
1018	-1.026305	148.150100	0.010780	9.4
1019	-1.539629	148.070719	0.010908	8.0
1020	-1.447007	147.991452	0.016483	8.7
1021	-1.385492	147.912298	0.014214	9.9
1022	-0.375180	147.833257	0.006410	12.2
1023	-1.290236	147.754329	0.013607	10.2
1024	-1.239443	147.675512	0.008018	9.5
1025	-0.270156	147.596808	0.004165	13.6
1026	-1.375874	147.518216	0.013957	11.1
1027	-0.847091	147.439735	0.010178	10.8
1028	-0.666639	147.361365	0.008793	10.7
1029	-1.186127	147.283106	0.023417	14.5
1030	-1.007768	147.204958	0.008511	10.7
1031	-1.710581	147.126920	0.020919	12.5
1032	-1.591546	147.048993	0.012118	11.0
1033	-0.408092	146.971175	0.006745	15.9
1034	-0.208074	146.893468	0.002835	11.5
1035	-1.515281	146.815869	0.017043	10.7
1036	-0.571890	146.738380	0.006201	13.1
1037	-0.868334	146.661000	0.008536	10.0
1038	-1.553193	146.583729	0.009278	11.5
1039	-1.639036	146.506566	0.019291	12.7
1040	-1.458947	146.429511	0.017079	13.0
1041	-1.357185	146.352565	0.017388	11.1
1042	-0.791729	146.275726	0.011548	8.9
1043	-0.835487	146.198994	0.009455	11.5
1044	-1.176710	146.122370	0.007326	8.2
1045	-1.431843	146.045853	0.015478	10.7
1046	-0.419693	145.969442	0.010098	10.2
1047	-0.947128	145.893139	0.008123	11.0
1048	-0.202491	145.816941	0.002842	10.3
1049	-1.624609	145.740849	0.012179	8.2
1050	-0.970172	145.664863	0.009640	9.2
1051	-0.711144	145.588983	0.013199	9.9
1052	-1.777626	145.513208	0.020985	9.2
1053	-1.395166	145.437538	0.019719	9.7
1054	-0.083192	145.361973	0.000892	7.2
1055	-1.157542	145.286513	0.007925	8.5
1056	-1.346775	145.211157	0.012266	10.5
1057	-0.802295	145.135905	0.010323	10.1
1058	-1.277535	145.060757	0.006683	7.9
1059	-0.543409	144.985712	0.004525	9.2
1060	-1.490898	144.910771	0.031256	11.2
1061	-1.652632	144.835934	0.013864	8.2
1062	-0.566678	144.761199	0.009360	9.9
1063	-0.090363	144.686567	0.000940	7.8
1064	-1.672342	144.612037	0.017125	10.6
1065	-1.194282	144.537610	0.009308	8.3
1066	-0.431252	144.463285	0.002734	11.6
1067	-1.316084	144.389062	0.026726	9.8
1068	-1.068692	144.314940	0.018181	10.5
1069	-1.581006	144.240920	0.019445	10.1
1070	-0.865270	144.167001	0.008051	8.3
1071	-1.473362	144.093182	0.014737	8.7
1072	-0.158790	144.019465	0.001290	9.4
1073	-1.547342	143.945848	0.023705	9.1
1074	-1.611284	143.872331	0.016652	10.3
1075	-1.135085	143.798914	0.005387	7.0
1076	-1.139457	143.725597	0.004258	8.5
1077	-0.408237	143.652380	0.005954	11.9
1078	-1.608608	143.579262	0.014769	10.2
1079	-0.372830	143.506243	0.006380	9.1
1080	-0.972154	143.433323	0.016720	9.2
1081	-1.077369	143.360502	0.004004	12.3
1082	-1.568550	143.287780	0.014939	8.7
1083	-1.558228	143.215155	0.023525	8.7
1084	-1.672740	143.142629	0.014487	8.7
1085	-0.719617	143.070201	0.010777	11.2
1086	-0.519366	142.997870	0.003503	10.2
1087	-1.583807	142.925637	0.016857	11.7
1088	-1.442906	142.853501	0.010791	10.4
1089	-1.762536	142.781462	0.022135	8.6
1090	-1.552549	142.709519	0.023449	8.9
1091	-1.325552	142.637674	0.011730	9.3
1092	-1.453655	142.565924	0.017729	9.1
1093	-0.982103	142.494271	0.006471	10.5
1094	-0.165957	142.422714	0.001410	8.6
1095	-1.624416	142.351252	0.018303	8.9
1096	-1.646743	142.279886	0.011576	12.4
1097	-1.647524	142.208616	0.015606	9.1
1098	-1.605504	142.137440	0.019038	8.7
1099	-1.582010	142.066360	0.010650	8.8
1100	-0.650753	141.995374	0.008092	11.9
1101	-1.328052	141.924483	0.010200	9.2
1102	-1.184825	141.853685	0.012778	8.9
1103	-0.677337	141.782983	0.009034	7.0
1104	-1.265063	141.712373	0.004727	11.0
1105	-1.411132	141.641858	0.004247	10.6
1106	-1.646061	141.571436	0.017829	8.6
1107	-0.988550	141.501108	0.008182	7.7
1108	-1.056879	141.430872	0.008713	10.4
1109	-1.584799	141.360730	0.010023	10.1
1110	-1.244216	141.290680	0.017586	8.8
1111	-0.923524	141.220722	0.005873	7.5
1112	-1.195060	141.150857	0.010839	9.4
1113	-1.437262	141.081084	0.020342	10.0
1114	-1.044342	141.011403	0.011749	10.5
1115	-1.592734	140.941813	0.023911	8.2
1116	-0.968109	140.872315	0.007669	8.5
1117	-0.648523	140.802909	0.004961	12.2
1118	-1.704069	140.733593	0.019319	8.0
1119	-1.331777	140.664369	0.012248	9.4
1120	-0.908333	140.595235	0.006738	7.6
1121	-1.746574	140.526192	0.016224	8.9
1122	-1.458407	140.457239	0.022948	11.1
1123	-1.721211	140.388376	0.015568	9.4
1124	-1.417973	140.319603	0.010461	8.5
1125	-0.187697	140.250920	0.003706	7.8
1126	-0.666761	140.182326	0.002746	11.6
1127	-1.725292	140.113822	0.012023	8.4
1128	-1.435374	140.045407	0.011447	8.0
1129	-1.004035	139.977081	0.009706	8.4
1130	-1.510546	139.908844	0.022510	8.8
1131	-1.628114	139.840696	0.026449	11.3
1132	-1.281105	139.772635	0.011140	9.5
1133	-0.033821	139.704664	0.000249	8.4
1134	-1.478665	139.636780	0.021581	8.7
1135	-0.857774	139.568984	0.009649	11.6
1136	-1.527007	139.501276	0.014571	8.3
1137	-1.533742	139.433655	0.011687	9.0
1138	-0.648685	139.366122	0.011225	9.0
1139	-1.545707	139.298676	0.018353	8.3
1140	-1.452843	139.231317	0.010993	11.0
1141	-1.313672	139.164045	0.010483	9.7
1142	-0.176615	139.096859	0.001997	7.9
1143	-1.686835	139.029760	0.014722	8.1
1144	-1.472554	138.962747	0.014434	11.3
1145	-1.630385	138.895820	0.021755	8.0
1146	-0.378209	138.828978	0.004970	8.4
1147	-1.061412	138.762223	0.009710	8.6
1148	-0.263799	138.695553	0.003842	8.5
1149	-0.203892	138.628969	0.001994	11.2
1150	-1.695243	138.562469	0.007337	10.0
1151	-0.666086	138.496055	0.004814	8.9
1152	-0.823943	138.429725	0.004967	7.2
1153	-0.679387	138.363481	0.002602	10.7
1154	-0.979058	138.297320	0.011145	7.8
1155	-0.901224	138.231244	0.007861	9.7
1156	-1.060472	138.165252	0.006885	8.3
1157	-0.991707	138.099344	0.006022	8.4
1158	-1.664793	138.033520	0.009559	10.2
1159	-0.994058	137.967779	0.018033	9.4
1160	-1.723179	137.902122	0.010987	8.3
1161	-1.138109	137.836548	0.010360	7.8
1162	-1.044321	137.771057	0.006276	12.5
1163	-0.765155	137.705649	0.010398	7.9
1164	-0.629334	137.640324	0.008792	8.4
1165	-1.451318	137.575081	0.010233	7.7
1166	-1.520752	137.509921	0.024293	8.8
1167	-0.583879	137.444842	0.009410	10.2
1168	-0.398220	137.379846	0.008068	9.6
1169	-1.625327	137.314932	0.022229	9.0
1170	-0.728798	137.250100	0.004923	8.7
1171	-0.172269	137.185349	0.003545	8.7
1172	-0.478946	137.120680	0.004814	10.1
1173	-0.228520	137.056092	0.003507	9.1
1174	-1.416753	136.991585	0.020754	8.0
1175	-1.473163	136.927158	0.019959	8.2
1176	-0.254718	136.862813	0.002390	10.7
1177	-0.724557	136.798548	0.009694	10.3
1178	-1.588928	136.734363	0.016126	8.5
1179	-0.466635	136.670259	0.009182	9.1
1180	-0.369589	136.606235	0.004139	10.3
1181	-0.578954	136.542291	0.007452	9.6
1182	-1.430731	136.478426	0.007026	9.3
1183	-0.370364	136.414641	0.004234	8.1
1184	-0.214396	136.350936	0.003322	8.8
1185	-1.202003	136.287310	0.016204	10.8
1186	-0.916809	136.223763	0.007302	9.2
1187	-1.606010	136.160295	0.018567	9.0
1188	-1.023456	136.096905	0.013583	8.1
1189	-0.704867	136.033594	0.005243	9.9
1190	-0.963942	135.970362	0.020431	7.7
1191	-0.775840	135.907208	0.006413	10.0
1192	-1.320569	135.844133	0.017415	8.2
1193	-0.458984	135.781135	0.002676	9.3
1194	-1.587967	135.718215	0.020035	9.8
1195	-0.676377	135.655373	0.005655	8.4
1196	-0.867352	135.592608	0.008326	7.8
1197	-1.220313	135.529921	0.009827	8.6
1198	-0.445923	135.467311	0.008455	11.3
1199	-0.760074	135.404778	0.007000	8.6
1200	-0.786656	135.342322	0.018057	8.5
1201	-1.342356	135.279942	0.018879	8.2
1202	-0.407158	135.217640	0.006353	8.1
1203	-1.564966	135.155413	0.013325	10.5
1204	-1.292603	135.093263	0.017018	9.4
1205	-1.666275	135.031190	0.009568	8.8
1206	-0.842596	134.969192	0.008056	8.8
1207	-1.713132	134.907270	0.033217	9.4
1208	-1.108993	134.845424	0.015723	9.4
1209	-1.244675	134.783653	0.010257	10.1
1210	-0.309178	134.721958	0.003747	7.9
1211	-1.643963	134.660338	0.014967	8.1
1212	-1.609876	134.598793	0.019673	10.9
1213	-1.727406	134.537323	0.015627	9.2
1214	-0.843445	134.475927	0.009922	8.4
1215	-1.326384	134.414607	0.012854	8.3
1216	-1.212147	134.353361	0.024353	11.6
1217	-0.987111	134.292189	0.009458	8.1
1218	-1.316322	134.231092	0.015686	8.1
1219	-0.732736	134.170068	0.004084	8.8
1220	-1.054225	134.109119	0.028062	8.0
1221	-1.513691	134.048243	0.013643	10.0
1222	-1.634014	133.987441	0.019651	9.3
1223	-0.862519	133.926713	0.010775	8.4
1224	-0.084209	133.866057	0.001204	7.9
1225	-1.462950	133.805475	0.020265	9.5
1226	-0.575337	133.744966	0.002535	10.2
1227	-1.491670	133.684530	0.006984	10.4
1228	-1.040978	133.624167	0.012038	8.6
1229	-1.475172	133.563877	0.009715	7.7
1230	-0.360706	133.503658	0.004632	10.5
1231	-1.563497	133.443513	0.031897	9.6
1232	-0.118925	133.383439	0.001168	7.8
1233	-1.358118	133.323437	0.010590	9.0
1234	-1.101010	133.263508	0.007329	9.4
1235	-1.524784	133.203650	0.007681	10.0
1236	-0.060433	133.143864	0.000695	9.2
1237	-0.058726	133.084149	0.000519	7.6
1238	-1.505830	133.024506	0.013672	8.3
1239	-1.808094	132.964934	0.014859	10.1
1240	-1.316754	132.905433	0.012595	9.0
1241	-0.765096	132.846003	0.005031	8.7
1242	-1.083900	132.786643	0.011788	9.0
1243	-1.378400	132.727355	0.024875	8.3
1244	-0.537347	132.668137	0.014681	10.4
1245	-0.736913	132.608989	0.014715	8.3
